iter	Logloss
360	0.3046504066
361	0.3044735268
362	0.304032563
363	0.3038388646
364	0.3036053658
365	0.3033675897
366	0.3031002875
367	0.3028273144
368	0.3026681377
369	0.302275404
370	0.3020973673
371	0.3018636259
372	0.3016997191
373	0.3014664129
374	0.301325662
375	0.3011267727
376	0.3009408154
377	0.3006294537
378	0.3004541739
379	0.3001984444
380	0.3000041507
381	0.2997430455
382	0.2994907512
383	0.2992523359
384	0.2990141453
385	0.2984819487
386	0.2983663093
387	0.2981376662
388	0.2978496079
389	0.2974486348
390	0.2972728091
391	0.2968061319
392	0.2965109356
393	0.2960666133
394	0.2956968088
395	0.2955924168
396	0.2953663161
397	0.2951586375
398	0.2949028522
399	0.2947882572
400	0.2947281638
401	0.2944786096
402	0.2942499281
403	0.2941071908
404	0.2940231135
405	0.2938958789
406	0.2936730074
407	0.2934679953
408	0.2932777792
409	0.2930379221
410	0.2927624265
411	0.2924319963
412	0.2922163426
413	0.2918400565
414	0.2917260745
415	0.2915796538
416	0.2913047318
417	0.2911863999
418	0.2908247056
419	0.2905404841
420	0.2902511218
421	0.2900131365
422	0.2897851949
423	0.2896129546
424	0.28918909
425	0.2888377306
426	0.288473096
427	0.288279643
428	0.2881241881
429	0.2879699039
430	0.2877719802
431	0.2874657831
432	0.2871536566
433	0.2869551807
434	0.2864562542
435	0.2863034884
436	0.2860631361
437	0.2857820202
438	0.285543788
439	0.2854407954
440	0.285189831
441	0.2848878007
442	0.2847132785
443	0.2845021155
444	0.2843154158
445	0.2840854529
446	0.2839008488
447	0.2837492992
448	0.2834894474
449	0.2833869348
450	0.2831707231
451	0.2829502855
452	0.2828721137
453	0.2827183953
454	0.2826456574
455	0.282462414
456	0.2822803924
457	0.2819229572
458	0.2818048423
459	0.2816221632
460	0.2813252143
461	0.2811700885
462	0.2810531775
463	0.2809099118
464	0.2808325899
465	0.2805504256
466	0.2803967188
467	0.2801763127
468	0.2797366759
469	0.2793475457
470	0.2790881003
471	0.2789044662
472	0.2788422462
473	0.2786806219
474	0.2785500221
475	0.278390764
476	0.2782695291
477	0.2779641237
478	0.2778308033
479	0.2776202243
480	0.2774050325
481	0.2772903777
482	0.2770261653
483	0.2767690782
484	0.2765652624
485	0.2762387941
486	0.276036046
487	0.2757635095
488	0.2755779229
489	0.2753527432
490	0.2750380471
491	0.2748498015
492	0.2747062437
493	0.2744126868
494	0.2741173534
495	0.2738588618
496	0.2737109431
497	0.2735164768
498	0.2735100792
499	0.2733216485
500	0.2731696264
501	0.2730546198
502	0.2729903854
503	0.2727770447
504	0.2723280102
505	0.2722342921
506	0.2720723605
507	0.2719332877
508	0.2718084539
509	0.2717118368
510	0.271665075
511	0.2714892536
512	0.2713194251
513	0.2712961939
514	0.2712020568
515	0.2709371826
516	0.2708530836
517	0.2707603416
518	0.2705511966
519	0.2702325808
520	0.2700974686
521	0.269992266
522	0.2697396641
523	0.2696218502
524	0.2693683492
525	0.2692117691
526	0.2691726643
527	0.2689392916
528	0.2688536073
529	0.2687558944
530	0.2686055658
531	0.2681589167
532	0.2681226107
533	0.2679146395
534	0.2678619043
535	0.2676062617
536	0.2674645301
537	0.267256019
538	0.2671052498
539	0.2670165834
540	0.2667524192
541	0.2664821707
542	0.2662783339
543	0.2661960121
544	0.2659469913
545	0.2656976917
546	0.265395531
547	0.26522739
548	0.2649267394
549	0.2646541286
550	0.2644615163
551	0.2641569193
552	0.2639148779
553	0.2636311833
554	0.2635106474
555	0.2631593287
556	0.2629686906
557	0.2627049252
558	0.2624156454
559	0.2623069387
560	0.2620629657
561	0.2616851058
562	0.2616020187
563	0.261447298
564	0.2613220778
565	0.2611889373
566	0.2610208358
567	0.2608722505
568	0.2605777887
569	0.260246226
570	0.2599903723
571	0.2599313701
572	0.259808868
573	0.2596431486
574	0.2593938427
575	0.2592313706
576	0.2591029966
577	0.2589791736
578	0.2588141387
579	0.2586935918
580	0.2584593646
581	0.258344446
582	0.2581739163
583	0.2580483894
584	0.2579072
585	0.2577187784
586	0.2575558202
587	0.2573350594
588	0.2571920641
589	0.2569802223
590	0.2568797504
591	0.2565601813
592	0.256480227
593	0.2562963862
594	0.256041505
595	0.2558425359
596	0.2556728623
597	0.2555413439
598	0.2554409574
599	0.2550904916
600	0.2550037314
601	0.2547865892
602	0.2545687865
603	0.2544011161
604	0.2542273949
605	0.2540058201
606	0.2538750908
607	0.2536974617
608	0.2535570173
609	0.253399319
610	0.2532678313
611	0.2530759589
612	0.2528474622
613	0.2526137284
614	0.2524538443
615	0.25226432
616	0.2520262382
617	0.2519648325
618	0.2518298753
619	0.2516135721
620	0.2513748109
621	0.2510729929
622	0.2508791684
623	0.2506842688
624	0.2503600315
625	0.2501302055
626	0.249927349
627	0.2497093916
628	0.2494790142
629	0.2493149244
630	0.2491464252
631	0.2488789698
632	0.2485533837
633	0.2483947603
634	0.2481509002
635	0.2481274381
636	0.2480734677
637	0.2479446619
638	0.2478161472
639	0.2476358036
640	0.2474771745
641	0.2473484482
642	0.2472239483
643	0.2470855315
644	0.246829325
645	0.2467201091
646	0.2465495954
647	0.2464396709
648	0.2463262201
649	0.2461267335
650	0.2459217473
651	0.2457499893
652	0.2455727069
653	0.2453641937
654	0.245218853
655	0.2449636894
656	0.2447623195
657	0.2445089911
658	0.2443990322
659	0.2441772695
660	0.2439038465
661	0.2437516343
662	0.2434609756
663	0.2432833641
664	0.2431300371
665	0.2430017524
666	0.2427017692
667	0.2425713931
668	0.242388005
669	0.2422854264
670	0.2420729546
671	0.241811718
672	0.2414231283
673	0.2412917621
674	0.2411366749
675	0.2409031621
676	0.240813869
677	0.2406562821
678	0.2404896932
679	0.2403236317
680	0.2400423853
681	0.2399885766
682	0.2398843416
683	0.2397719818
684	0.2395759995
685	0.239289238
686	0.2391046111
687	0.2390068996
688	0.2388408611
689	0.2387025978
690	0.2384663968
691	0.2382591129
692	0.2380981498
693	0.2379043141
694	0.2378163079
695	0.2376949703
696	0.2374761079
697	0.2372371482
698	0.2369392028
699	0.2368149602
700	0.2367219296
701	0.2365849847
702	0.2365074495
703	0.236306765
704	0.2361705824
705	0.2358810644
706	0.2355732812
707	0.2353522205
708	0.235312229
709	0.23512477
710	0.2349029108
711	0.2346847852
712	0.2344189389
713	0.2341361657
714	0.2338670918
715	0.2335760203
716	0.233431764
717	0.2332386356
718	0.2330072211
719	0.2328127006
720	0.2326619201
721	0.2324818729
722	0.2322517728
723	0.2320761489
724	0.2317896364
725	0.2316725504
726	0.2315682954
727	0.2314804516
728	0.2314081617
729	0.231239251
730	0.2310773721
731	0.2309047166
732	0.2308028713
733	0.2305764892
734	0.2304187832
735	0.2303336446
736	0.230199927
737	0.230076787
738	0.2299485643
739	0.2298702185
740	0.2295005892
741	0.2292683015
742	0.2291436205
743	0.2290043477
744	0.2286803841
745	0.2285381423
746	0.2283615199
747	0.2281884118
748	0.2279971167
749	0.2277571939
750	0.2275736387
751	0.2274135282
752	0.2272546296
753	0.227119285
754	0.2269382592
755	0.2269161733
756	0.2267299096
757	0.2263084343
758	0.2261632222
759	0.2258743519
760	0.2256958037
761	0.2255859162
762	0.2254283529
763	0.2252323188
764	0.2250255162
765	0.2248412286
766	0.2245340236
767	0.224497417
768	0.2242587796
769	0.224084614
770	0.2240292774
771	0.2238257032
772	0.2237233374
773	0.2234619114
774	0.2232822196
775	0.2231266854
776	0.2229708233
777	0.2227898362
778	0.2226070025
779	0.2225138012
780	0.2223473714
781	0.2222560124
782	0.2220988777
783	0.2219657671
784	0.2217835644
785	0.2213535507
786	0.2211170978
787	0.2210436543
788	0.2209870419
789	0.2208178408
790	0.2206694946
791	0.2204457723
792	0.2203895732
793	0.220153303
794	0.2200522807
795	0.2198308005
796	0.2196963718
797	0.2194514226
798	0.2192765366
799	0.2191488099
800	0.219002579
801	0.2187719259
802	0.2187183774
803	0.2186668262
804	0.2184254961
805	0.2180843573
806	0.2178276673
807	0.2176945917
808	0.2173045462
809	0.2171076302
810	0.2170078142
811	0.2167629581
812	0.2165266417
813	0.2162306027
814	0.216107192
815	0.2159140123
816	0.2157683789
817	0.2155883106
818	0.2153113211
819	0.2151231902
820	0.2148995923
821	0.2147624556
822	0.2147085487
823	0.2145861384
824	0.2145005045
825	0.2143152409
826	0.2142187113
827	0.2140325383
828	0.2139239676
829	0.2138614738
830	0.2137750229
831	0.2137094988
832	0.2135840553
833	0.2134783094
834	0.2133751314
835	0.2132602598
836	0.2130297653
837	0.2128618768
838	0.2127315034
839	0.2125826889
840	0.212345091
841	0.2121476292
842	0.2119865824
843	0.2119191536
844	0.2117904474
845	0.2116104283
846	0.21153543
847	0.2114432873
848	0.2112926698
849	0.2111740917
850	0.210906411
851	0.2107736955
852	0.2104292528
853	0.2102359248
854	0.2100759356
855	0.2098467235
856	0.2096994827
857	0.2095188431
858	0.20930441
859	0.2091669915
860	0.2090228438
861	0.2088741118
862	0.2087411558
863	0.2086754616
864	0.2084831325
865	0.2083401779
866	0.2082753254
867	0.2081721358
868	0.2080757861
869	0.207972573
870	0.2077251081
871	0.2076199853
872	0.2072243806
873	0.207023261
874	0.2068225439
875	0.2066903731
876	0.2064887472
877	0.2063174769
878	0.2061561042
879	0.2059091623
880	0.2057224197
881	0.2055904083
882	0.2055158395
883	0.2054215835
884	0.2052325786
885	0.2051339363
886	0.2049968456
887	0.204862439
888	0.2046680055
889	0.2045211383
890	0.2043301032
891	0.2041312604
892	0.2039510254
893	0.2038340342
894	0.2036342294
895	0.2035875197
896	0.2033132786
897	0.2030615933
898	0.2028786092
899	0.2028028413
900	0.2027381975
901	0.2025504285
902	0.2024603502
903	0.2022343747
904	0.2021380967
905	0.2020193241
906	0.2019305807
907	0.2018584064
908	0.2016588968
909	0.2014568639
910	0.20118697
911	0.2010115082
912	0.200722786
913	0.2005023294
914	0.2003693453
915	0.2002614347
916	0.2001292214
917	0.2000379502
918	0.1999519123
919	0.1997964168
920	0.1996699343
921	0.1995483389
922	0.1993117844
923	0.1990865774
924	0.1989761761
925	0.1988922837
926	0.198857789
927	0.1985280694
928	0.1983814288
929	0.198291504
930	0.198221027
931	0.1981221183
932	0.197995302
933	0.1977345983
934	0.1976077288
935	0.1975450085
936	0.1973490459
937	0.1971864313
938	0.1970640037
939	0.1969519261
940	0.1968683011
941	0.1967095348
942	0.1965248927
943	0.1964424154
944	0.1963446399
945	0.1962175527
946	0.1958829068
947	0.1956670279
948	0.1954544339
949	0.195256484
950	0.1950592602
951	0.1949750014
952	0.1948278724
953	0.1946902951
954	0.1945714912
955	0.1944888923
956	0.194367119
957	0.1942102046
958	0.1940697034
959	0.1940254989
960	0.1938108281
961	0.1937749046
962	0.193734358
963	0.1934517484
964	0.1933633265
965	0.1932492477
966	0.1932387895
967	0.1931354128
968	0.1929511516
969	0.1928551591
970	0.1927873457
971	0.1926508496
972	0.1925525437
973	0.1923986082
974	0.1922889146
975	0.1921508555
976	0.1920309162
977	0.1918712941
978	0.1918352185
979	0.1917879522
980	0.1916317337
981	0.1914673733
982	0.1913404814
983	0.1911822375
984	0.190985196
985	0.1908831473
986	0.1907601668
987	0.1906653737
988	0.1905194978
989	0.1904517761
990	0.1903516779
991	0.1902070556
992	0.1900956133
993	0.1899657257
994	0.1898764976
995	0.1896697132
996	0.1895666905
997	0.1893464196
998	0.1891414449
999	0.1889603777
